GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Same house 1 year ago,Margin of Error; Total: - Same house 1 year ago,Estimate; Total: - Different house in United States 1 year ago:,Margin of Error; Total: - Different house in United States 1 year ago:,Estimate; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area:,Margin of Error; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area:,Estimate; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area: - Moved from principal city,Margin of Error; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area: - Moved from principal city,Estimate; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area: - Moved from remainder of Metropolitan Statistical Area,Margin of Error; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area: - Moved from remainder of Metropolitan Statistical Area,Estimate; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area:,Margin of Error; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area:,Estimate; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area: - Moved from principal city,Margin of Error; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area: - Moved from principal city,Estimate; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area: - Moved from remainder of Metropolitan Statistical Area,Margin of Error; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area: - Moved from remainder of Metropolitan Statistical Area,Estimate; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area:,Margin of Error; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area:,Estimate; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area: - Moved from principal city,Margin of Error; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area: - Moved from principal city,Estimate; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area: - Moved from remainder of Micropolitan Statistical Area,Margin of Error; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area: - Moved from remainder of Micropolitan Statistical Area,Estimate; Total: - Different house in United States 1 year ago: - Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,Margin of Error; Total: - Different house in United States 1 year ago: - Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,Estimate; Total: - Abroad 1 year ago,Margin of Error; Total: - Abroad 1 year ago
1500000US060871104003,060871104003,"Block Group 3, Census Tract 1104, Santa Cruz County, California",1265,347,1176,359,67,82,67,82,67,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,33
1500000US060871104004,060871104004,"Block Group 4, Census Tract 1104, Santa Cruz County, California",3268,431,3030,426,209,160,180,151,170,148,10,17,29,50,29,50,0,12,0,12,0,12,0,12,0,12,29,36
1500000US060871105011,060871105011,"Block Group 1, Census Tract 1105.01, Santa Cruz County, California",2696,574,2536,572,160,107,116,95,66,70,50,70,16,20,9,20,7,5,0,12,0,12,0,12,28,46,0,12
1500000US060871105012,060871105012,"Block Group 2, Census Tract 1105.01, Santa Cruz County, California",1842,524,1664,567,178,235,162,237,162,237,0,12,16,26,0,12,16,26,0,12,0,12,0,12,0,12,0,12
1500000US060871105013,060871105013,"Block Group 3, Census Tract 1105.01, Santa Cruz County, California",1027,287,743,277,284,166,228,137,125,97,103,107,56,63,0,12,56,63,0,12,0,12,0,12,0,12,0,12
1500000US060871105014,060871105014,"Block Group 4, Census Tract 1105.01, Santa Cruz County, California",1001,394,781,351,220,264,192,243,192,243,0,12,28,43,28,43,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871105021,060871105021,"Block Group 1, Census Tract 1105.02, Santa Cruz County, California",1922,491,1695,500,227,148,183,135,118,133,65,80,44,56,34,55,10,17,0,12,0,12,0,12,0,12,0,12
1500000US060871105022,060871105022,"Block Group 2, Census Tract 1105.02, Santa Cruz County, California",2940,560,2771,529,169,150,169,150,83,94,86,124,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871105023,060871105023,"Block Group 3, Census Tract 1105.02, Santa Cruz County, California",1319,386,1273,393,46,62,0,12,0,12,0,12,46,62,6,11,40,64,0,12,0,12,0,12,0,12,0,12
1500000US060871106001,060871106001,"Block Group 1, Census Tract 1106, Santa Cruz County, California",2248,769,2113,705,119,141,119,141,73,120,46,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26
1500000US060871106002,060871106002,"Block Group 2, Census Tract 1106, Santa Cruz County, California",940,370,921,369,19,36,0,12,0,12,0,12,19,36,0,12,19,36,0,12,0,12,0,12,0,12,0,12
1500000US060871106003,060871106003,"Block Group 3, Census Tract 1106, Santa Cruz County, California",1042,410,1042,410,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871106004,060871106004,"Block Group 4, Census Tract 1106, Santa Cruz County, California",2270,727,2196,729,74,75,74,75,60,71,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871106005,060871106005,"Block Group 5, Census Tract 1106, Santa Cruz County, California",824,280,625,227,199,187,199,187,199,187,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871107001,060871107001,"Block Group 1, Census Tract 1107, Santa Cruz County, California",1592,323,1532,314,60,42,42,33,31,30,11,16,18,16,18,16,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871107002,060871107002,"Block Group 2, Census Tract 1107, Santa Cruz County, California",851,225,656,220,195,114,141,109,104,109,37,30,54,48,18,20,36,49,0,12,0,12,0,12,0,12,0,12
1500000US060871107003,060871107003,"Block Group 3, Census Tract 1107, Santa Cruz County, California",970,434,912,428,58,52,49,51,29,47,20,18,9,13,0,12,9,13,0,12,0,12,0,12,0,12,0,12
1500000US060871202001,060871202001,"Block Group 1, Census Tract 1202, Santa Cruz County, California",2850,478,2382,509,446,173,197,160,67,56,130,147,209,158,89,47,120,152,38,39,13,17,25,34,2,4,22,26
1500000US060871202002,060871202002,"Block Group 2, Census Tract 1202, Santa Cruz County, California",1322,224,1254,222,68,45,34,28,17,20,17,19,34,36,24,35,10,10,0,12,0,12,0,12,0,12,0,12
1500000US060871203011,060871203011,"Block Group 1, Census Tract 1203.01, Santa Cruz County, California",2400,403,2238,400,146,195,144,195,120,192,24,38,2,3,1,2,1,2,0,12,0,12,0,12,0,12,16,23
1500000US060871203012,060871203012,"Block Group 2, Census Tract 1203.01, Santa Cruz County, California",1801,299,1640,321,161,179,150,178,0,12,150,178,0,12,0,12,0,12,11,18,0,12,11,18,0,12,0,12
1500000US060871203013,060871203013,"Block Group 3, Census Tract 1203.01, Santa Cruz County, California",1326,418,1245,424,81,95,81,95,0,12,81,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871203021,060871203021,"Block Group 1, Census Tract 1203.02, Santa Cruz County, California",633,169,610,163,23,30,18,28,18,28,0,12,5,8,5,8,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871203022,060871203022,"Block Group 2, Census Tract 1203.02, Santa Cruz County, California",1277,304,1127,272,150,103,78,66,22,36,56,57,30,46,30,46,0,12,42,66,0,12,42,66,0,12,0,12
1500000US060871203023,060871203023,"Block Group 3, Census Tract 1203.02, Santa Cruz County, California",813,270,678,210,135,139,66,109,0,12,66,109,60,88,27,61,33,54,9,13,0,12,9,13,0,12,0,12
1500000US060871204001,060871204001,"Block Group 1, Census Tract 1204, Santa Cruz County, California",1416,308,1270,307,146,103,58,57,0,12,58,57,88,73,54,65,34,37,0,12,0,12,0,12,0,12,0,12
1500000US060871204002,060871204002,"Block Group 2, Census Tract 1204, Santa Cruz County, California",933,233,896,230,37,37,28,34,0,12,28,34,9,16,9,16,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871204003,060871204003,"Block Group 3, Census Tract 1204, Santa Cruz County, California",1791,342,1601,305,190,181,10,26,0,12,10,26,119,162,12,19,107,163,61,94,61,94,0,12,0,12,0,12
1500000US060871204004,060871204004,"Block Group 4, Census Tract 1204, Santa Cruz County, California",839,267,638,205,169,130,122,117,0,12,122,117,47,54,0,12,47,54,0,12,0,12,0,12,0,12,32,38
1500000US060871205001,060871205001,"Block Group 1, Census Tract 1205, Santa Cruz County, California",725,147,655,140,70,54,31,39,0,12,31,39,33,30,19,23,14,21,0,12,0,12,0,12,6,10,0,12
1500000US060871205002,060871205002,"Block Group 2, Census Tract 1205, Santa Cruz County, California",1468,249,1327,254,141,84,6,9,0,12,6,9,135,84,130,83,5,9,0,12,0,12,0,12,0,12,0,12
1500000US060871205003,060871205003,"Block Group 3, Census Tract 1205, Santa Cruz County, California",1354,303,1109,252,245,251,214,247,0,12,214,247,31,48,31,48,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871205004,060871205004,"Block Group 4, Census Tract 1205, Santa Cruz County, California",929,284,870,282,59,72,0,12,0,12,0,12,59,72,44,65,15,25,0,12,0,12,0,12,0,12,0,12
1500000US060871205005,060871205005,"Block Group 5, Census Tract 1205, Santa Cruz County, California",881,187,778,203,103,77,41,46,0,12,41,46,62,52,34,28,28,43,0,12,0,12,0,12,0,12,0,12
1500000US060871206001,060871206001,"Block Group 1, Census Tract 1206, Santa Cruz County, California",556,189,545,189,11,18,11,18,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871206002,060871206002,"Block Group 2, Census Tract 1206, Santa Cruz County, California",933,195,885,196,48,41,48,41,0,12,48,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871206003,060871206003,"Block Group 3, Census Tract 1206, Santa Cruz County, California",669,218,655,210,14,20,13,20,12,19,1,3,1,3,1,3,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871206004,060871206004,"Block Group 4, Census Tract 1206, Santa Cruz County, California",1552,250,1498,260,54,40,27,24,10,15,17,20,27,32,18,28,9,14,0,12,0,12,0,12,0,12,0,12
1500000US060871206005,060871206005,"Block Group 5, Census Tract 1206, Santa Cruz County, California",808,175,692,162,116,74,58,51,11,24,47,44,58,65,40,64,18,26,0,12,0,12,0,12,0,12,0,12
1500000US060871207001,060871207001,"Block Group 1, Census Tract 1207, Santa Cruz County, California",1018,323,902,351,116,114,27,44,0,12,27,44,89,104,22,33,67,99,0,12,0,12,0,12,0,12,0,12
1500000US060871207002,060871207002,"Block Group 2, Census Tract 1207, Santa Cruz County, California",1299,216,1217,215,62,56,35,48,27,45,8,13,27,31,12,21,15,23,0,12,0,12,0,12,0,12,20,23
1500000US060871207003,060871207003,"Block Group 3, Census Tract 1207, Santa Cruz County, California",1667,290,1605,290,62,81,54,81,54,81,0,12,8,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12
1500000US060871208001,060871208001,"Block Group 1, Census Tract 1208, Santa Cruz County, California",2121,315,1950,318,171,114,139,114,0,12,139,114,32,32,29,32,3,5,0,12,0,12,0,12,0,12,0,12
1500000US060871208002,060871208002,"Block Group 2, Census Tract 1208, Santa Cruz County, California",2330,258,2190,273,140,106,57,56,12,22,45,52,83,80,40,48,43,67,0,12,0,12,0,12,0,12,0,12
1500000US060871208003,060871208003,"Block Group 3, Census Tract 1208, Santa Cruz County, California",1290,282,1143,281,147,81,91,88,43,54,48,74,56,54,0,12,56,54,0,12,0,12,0,12,0,12,0,12
1500000US060871209001,060871209001,"Block Group 1, Census Tract 1209, Santa Cruz County, California",3122,459,2811,446,311,141,95,71,14,15,81,68,212,111,73,58,139,93,0,12,0,12,0,12,4,7,0,12
1500000US060871209002,060871209002,"Block Group 2, Census Tract 1209, Santa Cruz County, California",1040,316,928,303,112,68,60,57,24,39,36,43,52,41,13,21,39,38,0,12,0,12,0,12,0,12,0,12
1500000US060871209003,060871209003,"Block Group 3, Census Tract 1209, Santa Cruz County, California",2502,435,2019,385,466,261,367,241,73,84,294,222,99,96,97,96,2,4,0,12,0,12,0,12,0,12,17,24
1500000US060871209004,060871209004,"Block Group 4, Census Tract 1209, Santa Cruz County, California",1574,352,1497,339,77,92,31,53,0,12,31,53,46,73,46,73,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871210001,060871210001,"Block Group 1, Census Tract 1210, Santa Cruz County, California",1560,227,1175,247,373,189,36,33,4,6,32,31,337,182,151,122,186,148,0,12,0,12,0,12,0,12,12,17
1500000US060871210002,060871210002,"Block Group 2, Census Tract 1210, Santa Cruz County, California",793,166,690,149,103,103,33,32,0,12,33,32,70,100,6,10,64,99,0,12,0,12,0,12,0,12,0,12
1500000US060871210003,060871210003,"Block Group 3, Census Tract 1210, Santa Cruz County, California",928,195,879,196,49,36,24,27,8,14,16,24,25,21,9,15,16,16,0,12,0,12,0,12,0,12,0,12
1500000US060871211001,060871211001,"Block Group 1, Census Tract 1211, Santa Cruz County, California",852,127,756,121,95,44,32,26,10,17,22,21,63,29,17,12,46,22,0,12,0,12,0,12,0,12,1,2
1500000US060871211002,060871211002,"Block Group 2, Census Tract 1211, Santa Cruz County, California",2227,312,2052,334,144,115,135,113,69,74,66,58,0,12,0,12,0,12,9,13,0,12,9,13,0,12,31,43
1500000US060871212001,060871212001,"Block Group 1, Census Tract 1212, Santa Cruz County, California",768,232,748,230,20,14,6,7,6,7,0,12,14,13,4,7,10,12,0,12,0,12,0,12,0,12,0,12
1500000US060871212002,060871212002,"Block Group 2, Census Tract 1212, Santa Cruz County, California",1575,351,1485,372,60,92,0,12,0,12,0,12,60,92,60,92,0,12,0,12,0,12,0,12,0,12,30,46
1500000US060871212003,060871212003,"Block Group 3, Census Tract 1212, Santa Cruz County, California",1854,332,1495,318,353,141,264,126,73,77,191,105,84,63,16,34,68,48,5,10,0,12,5,10,0,12,6,9
1500000US060871212004,060871212004,"Block Group 4, Census Tract 1212, Santa Cruz County, California",927,219,875,221,52,37,22,24,2,4,20,24,30,28,20,21,10,13,0,12,0,12,0,12,0,12,0,12
1500000US060871212005,060871212005,"Block Group 5, Census Tract 1212, Santa Cruz County, California",1223,532,1079,456,144,124,144,124,131,119,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871213001,060871213001,"Block Group 1, Census Tract 1213, Santa Cruz County, California",1968,272,1875,285,93,69,66,40,31,32,35,27,27,36,21,33,6,11,0,12,0,12,0,12,0,12,0,12
1500000US060871213002,060871213002,"Block Group 2, Census Tract 1213, Santa Cruz County, California",415,101,373,77,15,23,15,23,0,12,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,45
1500000US060871213003,060871213003,"Block Group 3, Census Tract 1213, Santa Cruz County, California",1238,309,1057,289,181,183,146,174,78,131,68,106,35,54,0,12,35,54,0,12,0,12,0,12,0,12,0,12
1500000US060871213004,060871213004,"Block Group 4, Census Tract 1213, Santa Cruz County, California",895,368,829,378,66,52,48,45,11,17,37,42,18,26,18,26,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871214011,060871214011,"Block Group 1, Census Tract 1214.01, Santa Cruz County, California",832,226,618,198,214,130,197,128,133,108,64,48,17,22,11,20,6,7,0,12,0,12,0,12,0,12,0,12
1500000US060871214012,060871214012,"Block Group 2, Census Tract 1214.01, Santa Cruz County, California",1685,294,1330,284,355,159,235,124,118,102,117,75,116,87,75,74,41,48,4,8,0,12,4,8,0,12,0,12
1500000US060871214021,060871214021,"Block Group 1, Census Tract 1214.02, Santa Cruz County, California",1793,319,1582,331,202,122,109,83,9,15,100,87,93,88,32,38,61,80,0,12,0,12,0,12,0,12,9,15
1500000US060871214022,060871214022,"Block Group 2, Census Tract 1214.02, Santa Cruz County, California",1852,400,1468,335,384,256,235,228,125,201,110,108,149,116,101,88,48,46,0,12,0,12,0,12,0,12,0,12
1500000US060871214023,060871214023,"Block Group 3, Census Tract 1214.02, Santa Cruz County, California",981,384,854,397,127,86,76,64,69,61,7,18,41,53,18,41,23,35,10,17,0,12,10,17,0,12,0,12
1500000US060871214031,060871214031,"Block Group 1, Census Tract 1214.03, Santa Cruz County, California",1642,295,1487,289,155,83,127,77,31,31,96,76,28,34,28,34,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871214032,060871214032,"Block Group 2, Census Tract 1214.03, Santa Cruz County, California",1038,254,943,240,95,79,66,73,66,73,0,12,29,36,29,36,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871214033,060871214033,"Block Group 3, Census Tract 1214.03, Santa Cruz County, California",758,252,536,205,222,174,173,168,46,70,127,123,49,69,32,50,17,20,0,12,0,12,0,12,0,12,0,12
1500000US060871215001,060871215001,"Block Group 1, Census Tract 1215, Santa Cruz County, California",630,284,596,293,34,39,15,24,0,12,15,24,19,31,0,12,19,31,0,12,0,12,0,12,0,12,0,12
1500000US060871215002,060871215002,"Block Group 2, Census Tract 1215, Santa Cruz County, California",1180,322,991,301,189,126,129,128,2,4,127,128,60,94,60,94,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871215003,060871215003,"Block Group 3, Census Tract 1215, Santa Cruz County, California",1206,313,796,241,410,189,261,169,131,139,130,102,149,104,109,104,40,45,0,12,0,12,0,12,0,12,0,12
1500000US060871215004,060871215004,"Block Group 4, Census Tract 1215, Santa Cruz County, California",730,232,517,175,199,167,128,153,113,148,15,34,68,49,33,36,35,36,3,7,0,12,3,7,0,12,14,22
1500000US060871215005,060871215005,"Block Group 5, Census Tract 1215, Santa Cruz County, California",1429,459,998,417,431,354,290,293,206,190,84,122,141,198,5,11,136,198,0,12,0,12,0,12,0,12,0,12
1500000US060871216001,060871216001,"Block Group 1, Census Tract 1216, Santa Cruz County, California",844,269,788,283,56,72,56,72,43,70,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871216002,060871216002,"Block Group 2, Census Tract 1216, Santa Cruz County, California",999,333,841,353,158,90,98,70,25,34,73,62,60,62,21,24,39,57,0,12,0,12,0,12,0,12,0,12
1500000US060871216003,060871216003,"Block Group 3, Census Tract 1216, Santa Cruz County, California",1830,464,1425,428,405,236,254,197,165,177,89,79,151,117,137,115,14,22,0,12,0,12,0,12,0,12,0,12
1500000US060871216004,060871216004,"Block Group 4, Census Tract 1216, Santa Cruz County, California",1686,361,1503,367,183,116,136,93,63,51,73,69,47,55,26,44,21,33,0,12,0,12,0,12,0,12,0,12
1500000US060871216005,060871216005,"Block Group 5, Census Tract 1216, Santa Cruz County, California",899,331,812,296,87,134,17,28,0,12,17,28,70,107,0,12,70,107,0,12,0,12,0,12,0,12,0,12
1500000US060871217001,060871217001,"Block Group 1, Census Tract 1217, Santa Cruz County, California",2812,443,2605,445,207,112,63,51,7,16,56,49,109,94,59,61,50,69,35,51,0,12,35,51,0,12,0,12
1500000US060871217002,060871217002,"Block Group 2, Census Tract 1217, Santa Cruz County, California",693,368,651,363,42,74,42,74,0,12,42,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871217003,060871217003,"Block Group 3, Census Tract 1217, Santa Cruz County, California",552,244,449,216,103,115,67,67,31,48,36,42,36,56,36,56,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871217004,060871217004,"Block Group 4, Census Tract 1217, Santa Cruz County, California",1677,415,1292,381,370,249,269,228,51,77,218,221,101,96,58,63,43,46,0,12,0,12,0,12,0,12,15,36
1500000US060871217005,060871217005,"Block Group 5, Census Tract 1217, Santa Cruz County, California",599,248,511,244,88,72,80,68,0,12,80,68,8,19,0,12,8,19,0,12,0,12,0,12,0,12,0,12
1500000US060871217006,060871217006,"Block Group 6, Census Tract 1217, Santa Cruz County, California",821,311,784,312,37,31,37,31,0,12,37,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871218001,060871218001,"Block Group 1, Census Tract 1218, Santa Cruz County, California",1410,303,1299,298,111,64,99,65,40,56,59,57,12,13,0,12,12,13,0,12,0,12,0,12,0,12,0,12
1500000US060871218002,060871218002,"Block Group 2, Census Tract 1218, Santa Cruz County, California",1664,344,1496,347,168,109,35,55,35,55,0,12,133,93,30,48,103,88,0,12,0,12,0,12,0,12,0,12
1500000US060871218003,060871218003,"Block Group 3, Census Tract 1218, Santa Cruz County, California",1244,308,895,206,349,241,221,229,81,136,140,109,108,78,79,66,29,45,0,12,0,12,0,12,20,30,0,12
1500000US060871218004,060871218004,"Block Group 4, Census Tract 1218, Santa Cruz County, California",298,153,251,119,24,39,0,12,0,12,0,12,24,39,24,39,0,12,0,12,0,12,0,12,0,12,23,39
1500000US060871220011,060871220011,"Block Group 1, Census Tract 1220.01, Santa Cruz County, California",1221,187,1171,185,50,34,11,11,0,12,11,11,35,32,27,28,8,13,0,12,0,12,0,12,4,7,0,12
1500000US060871220012,060871220012,"Block Group 2, Census Tract 1220.01, Santa Cruz County, California",534,146,510,146,24,21,3,8,3,8,0,12,21,22,11,17,10,14,0,12,0,12,0,12,0,12,0,12
1500000US060871220013,060871220013,"Block Group 3, Census Tract 1220.01, Santa Cruz County, California",1115,366,991,373,124,106,46,52,0,12,46,52,78,92,0,12,78,92,0,12,0,12,0,12,0,12,0,12
1500000US060871220014,060871220014,"Block Group 4, Census Tract 1220.01, Santa Cruz County, California",512,182,407,101,105,160,105,160,0,12,105,160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871220015,060871220015,"Block Group 5, Census Tract 1220.01, Santa Cruz County, California",1961,338,1834,333,127,81,50,49,10,14,40,48,77,66,68,66,9,21,0,12,0,12,0,12,0,12,0,12
1500000US060871220021,060871220021,"Block Group 1, Census Tract 1220.02, Santa Cruz County, California",2499,312,2296,285,172,108,129,87,12,18,117,85,43,38,41,38,2,6,0,12,0,12,0,12,0,12,31,50
1500000US060871220022,060871220022,"Block Group 2, Census Tract 1220.02, Santa Cruz County, California",1158,183,1006,198,152,117,58,52,39,44,19,28,94,107,94,107,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871220031,060871220031,"Block Group 1, Census Tract 1220.03, Santa Cruz County, California",1047,239,997,220,50,58,50,58,0,12,50,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871220032,060871220032,"Block Group 2, Census Tract 1220.03, Santa Cruz County, California",1053,260,844,226,209,218,209,218,75,73,134,202,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871220033,060871220033,"Block Group 3, Census Tract 1220.03, Santa Cruz County, California",2606,535,2186,542,420,227,391,233,166,188,225,140,29,35,11,17,18,31,0,12,0,12,0,12,0,12,0,12
1500000US060871220034,060871220034,"Block Group 4, Census Tract 1220.03, Santa Cruz County, California",970,365,642,247,328,345,71,72,0,12,71,72,257,340,0,12,257,340,0,12,0,12,0,12,0,12,0,12
1500000US060871220035,060871220035,"Block Group 5, Census Tract 1220.03, Santa Cruz County, California",686,355,613,318,56,57,38,49,38,49,0,12,18,29,0,12,18,29,0,12,0,12,0,12,0,12,17,29
1500000US060871221001,060871221001,"Block Group 1, Census Tract 1221, Santa Cruz County, California",851,228,805,229,46,35,0,12,0,12,0,12,46,35,26,31,20,17,0,12,0,12,0,12,0,12,0,12
1500000US060871221002,060871221002,"Block Group 2, Census Tract 1221, Santa Cruz County, California",1112,213,1008,180,104,70,65,51,17,30,48,38,39,52,39,52,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871221003,060871221003,"Block Group 3, Census Tract 1221, Santa Cruz County, California",1369,267,1219,250,150,138,137,134,95,134,42,44,13,22,13,22,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871222011,060871222011,"Block Group 1, Census Tract 1222.01, Santa Cruz County, California",880,304,786,309,94,89,54,69,13,22,41,65,40,49,0,12,40,49,0,12,0,12,0,12,0,12,0,12
1500000US060871222012,060871222012,"Block Group 2, Census Tract 1222.01, Santa Cruz County, California",720,207,652,202,68,62,3,4,1,5,2,4,65,62,24,39,41,69,0,12,0,12,0,12,0,12,0,12
1500000US060871222013,060871222013,"Block Group 3, Census Tract 1222.01, Santa Cruz County, California",1189,349,1059,366,130,127,0,12,0,12,0,12,130,127,95,116,35,55,0,12,0,12,0,12,0,12,0,12
1500000US060871222014,060871222014,"Block Group 4, Census Tract 1222.01, Santa Cruz County, California",903,440,883,437,20,28,0,12,0,12,0,12,20,28,20,28,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871222015,060871222015,"Block Group 5, Census Tract 1222.01, Santa Cruz County, California",901,339,568,344,333,214,280,200,194,195,86,96,53,69,30,57,23,35,0,12,0,12,0,12,0,12,0,12
1500000US060871222016,060871222016,"Block Group 6, Census Tract 1222.01, Santa Cruz County, California",1452,359,1291,353,161,116,75,82,61,76,14,23,86,82,38,59,48,54,0,12,0,12,0,12,0,12,0,12
1500000US060871222017,060871222017,"Block Group 7, Census Tract 1222.01, Santa Cruz County, California",586,289,425,230,161,179,119,133,36,57,83,117,42,50,23,36,19,33,0,12,0,12,0,12,0,12,0,12
1500000US060871222021,060871222021,"Block Group 1, Census Tract 1222.02, Santa Cruz County, California",2498,171,2147,208,351,161,96,76,14,21,82,66,244,125,106,60,138,105,11,16,0,12,11,16,0,12,0,12
1500000US060871222031,060871222031,"Block Group 1, Census Tract 1222.03, Santa Cruz County, California",2164,266,2011,281,113,75,39,26,10,15,29,27,74,70,24,27,50,66,0,12,0,12,0,12,0,12,40,48
1500000US060871222032,060871222032,"Block Group 2, Census Tract 1222.03, Santa Cruz County, California",1162,222,981,220,181,111,132,96,8,13,124,91,49,56,18,31,31,46,0,12,0,12,0,12,0,12,0,12
1500000US060871223001,060871223001,"Block Group 1, Census Tract 1223, Santa Cruz County, California",822,231,493,161,329,184,202,148,128,119,74,58,127,132,6,11,121,131,0,12,0,12,0,12,0,12,0,12
1500000US060871223002,060871223002,"Block Group 2, Census Tract 1223, Santa Cruz County, California",826,317,737,304,89,75,9,15,9,15,0,12,80,71,30,28,50,65,0,12,0,12,0,12,0,12,0,12
1500000US060871223003,060871223003,"Block Group 3, Census Tract 1223, Santa Cruz County, California",2225,283,2155,267,70,42,29,28,3,6,26,29,41,34,25,28,16,20,0,12,0,12,0,12,0,12,0,12
1500000US060871224001,060871224001,"Block Group 1, Census Tract 1224, Santa Cruz County, California",3020,673,2664,649,325,200,243,196,195,186,48,79,82,68,16,36,66,68,0,12,0,12,0,12,0,12,31,40
1500000US060871224002,060871224002,"Block Group 2, Census Tract 1224, Santa Cruz County, California",940,272,822,297,118,115,0,12,0,12,0,12,65,72,0,12,65,72,53,87,0,12,53,87,0,12,0,12
1500000US060871224003,060871224003,"Block Group 3, Census Tract 1224, Santa Cruz County, California",1224,323,1144,308,80,111,78,110,16,29,62,103,2,4,0,12,2,4,0,12,0,12,0,12,0,12,0,12
1500000US060871224004,060871224004,"Block Group 4, Census Tract 1224, Santa Cruz County, California",790,182,776,183,14,23,0,12,0,12,0,12,14,23,14,23,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871224005,060871224005,"Block Group 5, Census Tract 1224, Santa Cruz County, California",550,257,456,204,43,50,0,12,0,12,0,12,43,50,0,12,43,50,0,12,0,12,0,12,0,12,51,79
1500000US060871224006,060871224006,"Block Group 6, Census Tract 1224, Santa Cruz County, California",671,274,537,232,134,168,100,159,100,159,0,12,34,53,0,12,34,53,0,12,0,12,0,12,0,12,0,12
1500000US060871225001,060871225001,"Block Group 1, Census Tract 1225, Santa Cruz County, California",1042,284,892,259,140,89,106,74,27,48,79,55,34,52,0,12,34,52,0,12,0,12,0,12,0,12,10,19
