GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1500000US060871222017,060871222017,"Block Group 7, Census Tract 1222.01, Santa Cruz County, California",601200,233351
1500000US060871222021,060871222021,"Block Group 1, Census Tract 1222.02, Santa Cruz County, California",697300,44757
1500000US060871222031,060871222031,"Block Group 1, Census Tract 1222.03, Santa Cruz County, California",735500,64779
1500000US060871222032,060871222032,"Block Group 2, Census Tract 1222.03, Santa Cruz County, California",692800,92796
1500000US060871223001,060871223001,"Block Group 1, Census Tract 1223, Santa Cruz County, California",740400,262500
1500000US060871223002,060871223002,"Block Group 2, Census Tract 1223, Santa Cruz County, California",947300,89014
1500000US060871223003,060871223003,"Block Group 3, Census Tract 1223, Santa Cruz County, California",801600,69168
1500000US060871224001,060871224001,"Block Group 1, Census Tract 1224, Santa Cruz County, California",544100,186600
1500000US060871224002,060871224002,"Block Group 2, Census Tract 1224, Santa Cruz County, California",669500,257870
1500000US060871224003,060871224003,"Block Group 3, Census Tract 1224, Santa Cruz County, California",753800,215695
1500000US060871224004,060871224004,"Block Group 4, Census Tract 1224, Santa Cruz County, California",595000,188552
1500000US060871224005,060871224005,"Block Group 5, Census Tract 1224, Santa Cruz County, California",623500,110615
1500000US060871224006,060871224006,"Block Group 6, Census Tract 1224, Santa Cruz County, California",519900,377544
1500000US060871225001,060871225001,"Block Group 1, Census Tract 1225, Santa Cruz County, California",285800,26397
1500000US060871225002,060871225002,"Block Group 2, Census Tract 1225, Santa Cruz County, California",308900,35836
1500000US060871225003,060871225003,"Block Group 3, Census Tract 1225, Santa Cruz County, California",366700,74181
1500000US060871225004,060871225004,"Block Group 4, Census Tract 1225, Santa Cruz County, California",353900,17728
1500000US060871231001,060871231001,"Block Group 1, Census Tract 1231, Santa Cruz County, California",391300,54405
1500000US060871231002,060871231002,"Block Group 2, Census Tract 1231, Santa Cruz County, California",301500,261497
1500000US060871233001,060871233001,"Block Group 1, Census Tract 1233, Santa Cruz County, California",631800,111467
1500000US060879901000,060879901000,"Block Group 0, Census Tract 9901, Santa Cruz County, California",-,**
