Id,Id2,Geography,total,moe
1500000US060871224004,60871224004,"Block Group 4, Census Tract 1224, Santa Cruz County, California",44630,26496
1500000US060871224005,60871224005,"Block Group 5, Census Tract 1224, Santa Cruz County, California",65156,53090
1500000US060871224006,60871224006,"Block Group 6, Census Tract 1224, Santa Cruz County, California",45461,75645
1500000US060871225001,60871225001,"Block Group 1, Census Tract 1225, Santa Cruz County, California",79583,24495
1500000US060871225002,60871225002,"Block Group 2, Census Tract 1225, Santa Cruz County, California",51607,10879
1500000US060871225003,60871225003,"Block Group 3, Census Tract 1225, Santa Cruz County, California",82534,22878
1500000US060871225004,60871225004,"Block Group 4, Census Tract 1225, Santa Cruz County, California",65313,20987
1500000US060871231001,60871231001,"Block Group 1, Census Tract 1231, Santa Cruz County, California",49185,10188
1500000US060871231002,60871231002,"Block Group 2, Census Tract 1231, Santa Cruz County, California",57557,18127
1500000US060871233001,60871233001,"Block Group 1, Census Tract 1233, Santa Cruz County, California",63869,10302
1500000US060879901000,60879901000,"Block Group 0, Census Tract 9901, Santa Cruz County, California",-,**
