GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Same house 1 year ago,Margin of Error; Total: - Same house 1 year ago,Estimate; Total: - Different house in United States 1 year ago:,Margin of Error; Total: - Different house in United States 1 year ago:,Estimate; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area:,Margin of Error; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area:,Estimate; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area: - Moved from principal city,Margin of Error; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area: - Moved from principal city,Estimate; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area: - Moved from remainder of Metropolitan Statistical Area,Margin of Error; Total: - Different house in United States 1 year ago: - Same Metropolitan Statistical Area: - Moved from remainder of Metropolitan Statistical Area,Estimate; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area:,Margin of Error; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area:,Estimate; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area: - Moved from principal city,Margin of Error; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area: - Moved from principal city,Estimate; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area: - Moved from remainder of Metropolitan Statistical Area,Margin of Error; Total: - Different house in United States 1 year ago: - Different Metropolitan Statistical Area: - Moved from remainder of Metropolitan Statistical Area,Estimate; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area:,Margin of Error; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area:,Estimate; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area: - Moved from principal city,Margin of Error; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area: - Moved from principal city,Estimate; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area: - Moved from remainder of Micropolitan Statistical Area,Margin of Error; Total: - Different house in United States 1 year ago: - Micropolitan Statistical Area: - Moved from remainder of Micropolitan Statistical Area,Estimate; Total: - Different house in United States 1 year ago: - Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,Margin of Error; Total: - Different house in United States 1 year ago: - Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,Estimate; Total: - Abroad 1 year ago,Margin of Error; Total: - Abroad 1 year ago
1500000US060871203022,060871203022,"Block Group 2, Census Tract 1203.02, Santa Cruz County, California",1439,319,1225,304,214,100,137,82,83,77,54,51,39,40,27,39,12,18,38,61,0,12,38,61,0,12,0,12
1500000US060871203023,060871203023,"Block Group 3, Census Tract 1203.02, Santa Cruz County, California",776,224,666,200,110,117,58,92,0,12,58,92,45,71,23,53,22,44,7,10,0,12,7,10,0,12,0,12
1500000US060871204001,060871204001,"Block Group 1, Census Tract 1204, Santa Cruz County, California",1456,287,1376,295,80,70,28,35,0,12,28,35,52,51,25,38,27,33,0,12,0,12,0,12,0,12,0,12
1500000US060871204002,060871204002,"Block Group 2, Census Tract 1204, Santa Cruz County, California",967,241,882,236,85,64,61,50,30,36,31,34,24,28,24,28,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871204003,060871204003,"Block Group 3, Census Tract 1204, Santa Cruz County, California",1725,364,1527,372,198,190,22,38,0,12,22,38,107,151,7,13,100,151,69,104,69,104,0,12,0,12,0,12
1500000US060871204004,060871204004,"Block Group 4, Census Tract 1204, Santa Cruz County, California",781,249,603,218,159,126,115,125,0,12,115,125,44,63,0,12,44,63,0,12,0,12,0,12,0,12,19,25
1500000US060871205001,060871205001,"Block Group 1, Census Tract 1205, Santa Cruz County, California",707,108,665,108,42,38,6,11,0,12,6,11,36,36,22,26,14,25,0,12,0,12,0,12,0,12,0,12
1500000US060871205002,060871205002,"Block Group 2, Census Tract 1205, Santa Cruz County, California",1587,293,1448,267,125,89,0,12,0,12,0,12,101,75,78,66,23,31,24,37,24,37,0,12,0,12,14,20
1500000US060871205003,060871205003,"Block Group 3, Census Tract 1205, Santa Cruz County, California",1401,388,1005,235,396,388,391,387,0,12,391,387,5,9,0,12,5,9,0,12,0,12,0,12,0,12,0,12
1500000US060871205004,060871205004,"Block Group 4, Census Tract 1205, Santa Cruz County, California",1279,379,1157,332,122,160,99,155,99,155,0,12,23,36,9,28,14,21,0,12,0,12,0,12,0,12,0,12
1500000US060871205005,060871205005,"Block Group 5, Census Tract 1205, Santa Cruz County, California",797,209,711,227,86,79,39,55,0,12,39,55,47,48,23,29,24,36,0,12,0,12,0,12,0,12,0,12
1500000US060871206001,060871206001,"Block Group 1, Census Tract 1206, Santa Cruz County, California",658,189,596,180,62,54,45,45,9,15,36,43,17,29,0,12,17,29,0,12,0,12,0,12,0,12,0,12
1500000US060871206002,060871206002,"Block Group 2, Census Tract 1206, Santa Cruz County, California",935,200,853,180,82,64,82,64,0,12,82,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871206003,060871206003,"Block Group 3, Census Tract 1206, Santa Cruz County, California",747,200,674,176,73,90,70,90,13,20,57,86,3,4,1,3,2,4,0,12,0,12,0,12,0,12,0,12
1500000US060871206004,060871206004,"Block Group 4, Census Tract 1206, Santa Cruz County, California",1298,248,1265,251,33,26,21,20,7,12,14,16,12,18,12,18,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871206005,060871206005,"Block Group 5, Census Tract 1206, Santa Cruz County, California",926,304,826,296,100,71,57,51,13,30,44,41,43,47,33,50,10,15,0,12,0,12,0,12,0,12,0,12
1500000US060871207001,060871207001,"Block Group 1, Census Tract 1207, Santa Cruz County, California",1119,295,987,317,132,110,49,53,21,32,28,43,83,96,24,30,59,91,0,12,0,12,0,12,0,12,0,12
1500000US060871207002,060871207002,"Block Group 2, Census Tract 1207, Santa Cruz County, California",1206,214,1032,190,161,118,114,115,37,61,77,91,47,36,29,20,18,30,0,12,0,12,0,12,0,12,13,20
1500000US060871207003,060871207003,"Block Group 3, Census Tract 1207, Santa Cruz County, California",1985,479,1822,449,163,133,64,94,64,94,0,12,99,108,99,108,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871208001,060871208001,"Block Group 1, Census Tract 1208, Santa Cruz County, California",2383,384,2088,360,295,247,119,106,0,12,119,106,176,219,163,218,13,19,0,12,0,12,0,12,0,12,0,12
1500000US060871208002,060871208002,"Block Group 2, Census Tract 1208, Santa Cruz County, California",2070,302,1965,314,105,87,36,45,10,18,26,41,69,64,36,38,33,55,0,12,0,12,0,12,0,12,0,12
1500000US060871208003,060871208003,"Block Group 3, Census Tract 1208, Santa Cruz County, California",1325,350,1251,347,74,61,36,43,36,43,0,12,38,42,0,12,38,42,0,12,0,12,0,12,0,12,0,12
1500000US060871209001,060871209001,"Block Group 1, Census Tract 1209, Santa Cruz County, California",2822,478,2432,469,390,166,108,69,17,18,91,67,277,135,100,71,177,120,0,12,0,12,0,12,5,9,0,12
1500000US060871209002,060871209002,"Block Group 2, Census Tract 1209, Santa Cruz County, California",944,303,798,295,146,70,78,61,22,36,56,48,68,46,15,25,53,46,0,12,0,12,0,12,0,12,0,12
1500000US060871209003,060871209003,"Block Group 3, Census Tract 1209, Santa Cruz County, California",2748,404,2327,434,402,224,299,194,33,54,266,184,103,95,88,90,15,24,0,12,0,12,0,12,0,12,19,26
1500000US060871209004,060871209004,"Block Group 4, Census Tract 1209, Santa Cruz County, California",1652,373,1540,361,112,103,70,84,0,12,70,84,42,68,42,68,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871210001,060871210001,"Block Group 1, Census Tract 1210, Santa Cruz County, California",1524,257,1271,258,241,155,33,31,4,7,29,28,208,154,126,111,82,106,0,12,0,12,0,12,0,12,12,19
1500000US060871210002,060871210002,"Block Group 2, Census Tract 1210, Santa Cruz County, California",823,191,649,135,163,145,84,97,0,12,84,97,79,108,10,14,69,106,0,12,0,12,0,12,0,12,11,17
1500000US060871210003,060871210003,"Block Group 3, Census Tract 1210, Santa Cruz County, California",958,194,905,188,53,40,15,20,12,19,3,6,38,35,10,16,28,27,0,12,0,12,0,12,0,12,0,12
1500000US060871211001,060871211001,"Block Group 1, Census Tract 1211, Santa Cruz County, California",761,128,703,123,57,36,29,25,8,13,21,21,28,25,12,10,16,19,0,12,0,12,0,12,0,12,1,2
1500000US060871211002,060871211002,"Block Group 2, Census Tract 1211, Santa Cruz County, California",2189,254,1900,291,268,164,260,164,89,78,171,135,0,12,0,12,0,12,8,12,0,12,8,12,0,12,21,31
1500000US060871212001,060871212001,"Block Group 1, Census Tract 1212, Santa Cruz County, California",641,198,635,199,6,6,6,6,6,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871212002,060871212002,"Block Group 2, Census Tract 1212, Santa Cruz County, California",1487,363,1419,371,68,125,0,12,0,12,0,12,68,125,68,125,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871212003,060871212003,"Block Group 3, Census Tract 1212, Santa Cruz County, California",1954,317,1694,334,260,121,210,112,71,63,139,93,48,34,1,4,47,33,2,5,0,12,2,5,0,12,0,12
1500000US060871212004,060871212004,"Block Group 4, Census Tract 1212, Santa Cruz County, California",987,246,942,245,45,40,23,33,2,5,21,32,22,20,10,11,12,13,0,12,0,12,0,12,0,12,0,12
1500000US060871212005,060871212005,"Block Group 5, Census Tract 1212, Santa Cruz County, California",674,204,601,208,73,82,73,82,60,73,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871213001,060871213001,"Block Group 1, Census Tract 1213, Santa Cruz County, California",1824,306,1685,285,139,106,117,96,20,21,97,93,22,29,16,26,6,10,0,12,0,12,0,12,0,12,0,12
1500000US060871213002,060871213002,"Block Group 2, Census Tract 1213, Santa Cruz County, California",608,201,568,195,13,20,13,20,0,12,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,39
1500000US060871213003,060871213003,"Block Group 3, Census Tract 1213, Santa Cruz County, California",1207,275,1040,303,167,162,156,161,105,135,51,74,11,19,0,12,11,19,0,12,0,12,0,12,0,12,0,12
1500000US060871213004,060871213004,"Block Group 4, Census Tract 1213, Santa Cruz County, California",977,332,910,339,67,57,30,42,9,14,21,38,37,40,20,30,17,27,0,12,0,12,0,12,0,12,0,12
1500000US060871214011,060871214011,"Block Group 1, Census Tract 1214.01, Santa Cruz County, California",785,187,659,171,126,82,91,62,61,67,30,32,35,52,15,26,20,27,0,12,0,12,0,12,0,12,0,12
1500000US060871214012,060871214012,"Block Group 2, Census Tract 1214.01, Santa Cruz County, California",1711,232,1235,210,476,211,327,193,165,164,162,118,149,100,98,79,51,60,0,12,0,12,0,12,0,12,0,12
1500000US060871214021,060871214021,"Block Group 1, Census Tract 1214.02, Santa Cruz County, California",1587,310,1384,328,193,125,105,98,6,11,99,96,88,73,12,19,76,69,0,12,0,12,0,12,0,12,10,16
1500000US060871214022,060871214022,"Block Group 2, Census Tract 1214.02, Santa Cruz County, California",1953,383,1604,324,349,233,235,205,140,184,95,93,114,106,72,64,42,52,0,12,0,12,0,12,0,12,0,12
1500000US060871214023,060871214023,"Block Group 3, Census Tract 1214.02, Santa Cruz County, California",813,228,611,197,202,126,134,109,125,106,9,21,56,67,0,12,56,67,12,19,0,12,12,19,0,12,0,12
1500000US060871214031,060871214031,"Block Group 1, Census Tract 1214.03, Santa Cruz County, California",1632,269,1465,246,167,132,140,121,19,29,121,114,27,30,27,30,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871214032,060871214032,"Block Group 2, Census Tract 1214.03, Santa Cruz County, California",964,255,894,244,70,68,51,62,51,62,0,12,19,26,19,26,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871214033,060871214033,"Block Group 3, Census Tract 1214.03, Santa Cruz County, California",794,260,576,273,218,126,159,133,65,86,94,93,59,62,22,38,37,32,0,12,0,12,0,12,0,12,0,12
1500000US060871215001,060871215001,"Block Group 1, Census Tract 1215, Santa Cruz County, California",654,286,591,302,63,49,45,46,15,24,30,40,18,30,0,12,18,30,0,12,0,12,0,12,0,12,0,12
1500000US060871215002,060871215002,"Block Group 2, Census Tract 1215, Santa Cruz County, California",1113,298,874,290,239,125,170,109,8,17,162,109,69,93,69,93,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871215003,060871215003,"Block Group 3, Census Tract 1215, Santa Cruz County, California",1445,330,981,292,464,196,284,161,227,149,57,54,180,118,113,109,67,64,0,12,0,12,0,12,0,12,0,12
1500000US060871215004,060871215004,"Block Group 4, Census Tract 1215, Santa Cruz County, California",708,241,460,160,232,198,163,185,135,179,28,41,66,52,36,41,30,33,3,7,0,12,3,7,0,12,16,28
1500000US060871215005,060871215005,"Block Group 5, Census Tract 1215, Santa Cruz County, California",1260,556,804,475,456,318,253,234,179,148,74,107,203,228,10,24,193,228,0,12,0,12,0,12,0,12,0,12
1500000US060871216001,060871216001,"Block Group 1, Census Tract 1216, Santa Cruz County, California",714,273,663,288,51,66,51,66,38,62,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871216002,060871216002,"Block Group 2, Census Tract 1216, Santa Cruz County, California",986,356,859,372,127,82,96,72,24,30,72,64,31,42,4,5,27,41,0,12,0,12,0,12,0,12,0,12
1500000US060871216003,060871216003,"Block Group 3, Census Tract 1216, Santa Cruz County, California",1695,490,1342,456,353,222,192,185,119,170,73,75,161,117,139,123,22,36,0,12,0,12,0,12,0,12,0,12
1500000US060871216004,060871216004,"Block Group 4, Census Tract 1216, Santa Cruz County, California",1541,325,1273,343,268,190,179,119,62,45,117,109,89,91,26,46,63,76,0,12,0,12,0,12,0,12,0,12
1500000US060871216005,060871216005,"Block Group 5, Census Tract 1216, Santa Cruz County, California",970,310,963,304,7,15,7,15,0,12,7,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871217001,060871217001,"Block Group 1, Census Tract 1217, Santa Cruz County, California",2534,491,2296,495,238,156,122,127,74,117,48,37,91,86,19,22,72,82,25,37,0,12,25,37,0,12,0,12
1500000US060871217002,060871217002,"Block Group 2, Census Tract 1217, Santa Cruz County, California",671,294,663,293,8,12,8,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871217003,060871217003,"Block Group 3, Census Tract 1217, Santa Cruz County, California",495,224,383,191,112,129,72,71,31,52,41,50,40,68,40,68,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871217004,060871217004,"Block Group 4, Census Tract 1217, Santa Cruz County, California",1820,416,1400,402,404,232,279,202,64,101,215,177,97,77,57,46,40,46,28,46,0,12,28,46,0,12,16,25
1500000US060871217005,060871217005,"Block Group 5, Census Tract 1217, Santa Cruz County, California",699,269,668,270,31,41,21,31,0,12,21,31,10,25,0,12,10,25,0,12,0,12,0,12,0,12,0,12
1500000US060871217006,060871217006,"Block Group 6, Census Tract 1217, Santa Cruz County, California",810,278,798,280,12,20,12,20,0,12,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871218001,060871218001,"Block Group 1, Census Tract 1218, Santa Cruz County, California",1434,318,1294,316,140,111,128,112,40,49,88,100,12,16,0,12,12,16,0,12,0,12,0,12,0,12,0,12
1500000US060871218002,060871218002,"Block Group 2, Census Tract 1218, Santa Cruz County, California",1786,340,1616,356,170,111,46,73,0,12,46,73,124,89,31,50,93,83,0,12,0,12,0,12,0,12,0,12
1500000US060871218003,060871218003,"Block Group 3, Census Tract 1218, Santa Cruz County, California",1183,290,909,245,274,208,148,174,65,105,83,77,103,85,73,64,30,45,0,12,0,12,0,12,23,35,0,12
1500000US060871218004,060871218004,"Block Group 4, Census Tract 1218, Santa Cruz County, California",217,114,217,114,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871220011,060871220011,"Block Group 1, Census Tract 1220.01, Santa Cruz County, California",1144,178,1102,181,42,30,9,10,0,12,9,10,30,28,24,26,6,11,0,12,0,12,0,12,3,6,0,12
1500000US060871220012,060871220012,"Block Group 2, Census Tract 1220.01, Santa Cruz County, California",403,173,383,171,20,21,3,8,3,8,0,12,17,20,9,15,8,12,0,12,0,12,0,12,0,12,0,12
1500000US060871220013,060871220013,"Block Group 3, Census Tract 1220.01, Santa Cruz County, California",1071,345,966,349,105,85,40,49,0,12,40,49,65,71,0,12,65,71,0,12,0,12,0,12,0,12,0,12
1500000US060871220014,060871220014,"Block Group 4, Census Tract 1220.01, Santa Cruz County, California",671,221,540,217,131,169,115,167,0,12,115,167,0,12,0,12,0,12,16,26,0,12,16,26,0,12,0,12
1500000US060871220015,060871220015,"Block Group 5, Census Tract 1220.01, Santa Cruz County, California",1933,290,1798,269,135,87,72,68,0,12,72,68,63,62,55,59,8,20,0,12,0,12,0,12,0,12,0,12
1500000US060871220021,060871220021,"Block Group 1, Census Tract 1220.02, Santa Cruz County, California",2421,322,2168,284,222,143,132,92,14,21,118,88,90,81,21,28,69,67,0,12,0,12,0,12,0,12,31,46
1500000US060871220022,060871220022,"Block Group 2, Census Tract 1220.02, Santa Cruz County, California",1175,208,1057,225,118,120,20,28,17,27,3,6,98,118,98,118,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871220031,060871220031,"Block Group 1, Census Tract 1220.03, Santa Cruz County, California",1055,328,914,269,141,151,50,55,21,34,29,45,91,142,47,74,44,69,0,12,0,12,0,12,0,12,0,12
1500000US060871220032,060871220032,"Block Group 2, Census Tract 1220.03, Santa Cruz County, California",1022,300,827,279,195,189,192,188,79,77,113,176,3,9,0,12,3,9,0,12,0,12,0,12,0,12,0,12
1500000US060871220033,060871220033,"Block Group 3, Census Tract 1220.03, Santa Cruz County, California",2587,434,2069,411,518,307,420,253,82,108,338,225,98,89,76,81,22,36,0,12,0,12,0,12,0,12,0,12
1500000US060871220034,060871220034,"Block Group 4, Census Tract 1220.03, Santa Cruz County, California",896,365,474,212,422,370,46,59,0,12,46,59,376,365,0,12,376,365,0,12,0,12,0,12,0,12,0,12
1500000US060871220035,060871220035,"Block Group 5, Census Tract 1220.03, Santa Cruz County, California",832,377,749,347,57,51,33,51,33,51,0,12,24,37,0,12,24,37,0,12,0,12,0,12,0,12,26,42
1500000US060871221001,060871221001,"Block Group 1, Census Tract 1221, Santa Cruz County, California",847,190,794,194,53,49,0,12,0,12,0,12,53,49,37,47,16,14,0,12,0,12,0,12,0,12,0,12
1500000US060871221002,060871221002,"Block Group 2, Census Tract 1221, Santa Cruz County, California",1156,261,1016,212,140,89,115,84,20,32,95,77,25,33,25,33,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871221003,060871221003,"Block Group 3, Census Tract 1221, Santa Cruz County, California",1238,264,1066,255,172,143,144,136,99,137,45,47,17,27,17,27,0,12,11,17,0,12,11,17,0,12,0,12
1500000US060871222011,060871222011,"Block Group 1, Census Tract 1222.01, Santa Cruz County, California",953,251,893,256,60,71,38,60,0,12,38,60,22,37,0,12,22,37,0,12,0,12,0,12,0,12,0,12
1500000US060871222012,060871222012,"Block Group 2, Census Tract 1222.01, Santa Cruz County, California",778,210,713,201,65,55,3,4,1,5,2,4,62,55,24,38,38,61,0,12,0,12,0,12,0,12,0,12
1500000US060871222013,060871222013,"Block Group 3, Census Tract 1222.01, Santa Cruz County, California",1234,281,1128,304,106,104,0,12,0,12,0,12,106,104,77,93,29,48,0,12,0,12,0,12,0,12,0,12
1500000US060871222014,060871222014,"Block Group 4, Census Tract 1222.01, Santa Cruz County, California",1007,480,973,476,34,46,27,44,0,12,27,44,7,13,7,13,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871222015,060871222015,"Block Group 5, Census Tract 1222.01, Santa Cruz County, California",911,329,591,314,320,219,286,209,170,165,116,144,34,41,26,41,8,16,0,12,0,12,0,12,0,12,0,12
1500000US060871222016,060871222016,"Block Group 6, Census Tract 1222.01, Santa Cruz County, California",1232,291,1071,281,161,96,68,69,56,68,12,20,93,71,53,60,40,43,0,12,0,12,0,12,0,12,0,12
1500000US060871222017,060871222017,"Block Group 7, Census Tract 1222.01, Santa Cruz County, California",511,254,422,229,89,122,60,85,30,51,30,67,29,38,20,32,9,20,0,12,0,12,0,12,0,12,0,12
1500000US060871222021,060871222021,"Block Group 1, Census Tract 1222.02, Santa Cruz County, California",2333,194,2109,198,224,128,71,55,13,18,58,45,142,104,39,31,103,99,11,17,0,12,11,17,0,12,0,12
1500000US060871222031,060871222031,"Block Group 1, Census Tract 1222.03, Santa Cruz County, California",1823,226,1708,236,105,81,37,34,8,14,29,30,68,73,24,27,44,70,0,12,0,12,0,12,0,12,10,15
1500000US060871222032,060871222032,"Block Group 2, Census Tract 1222.03, Santa Cruz County, California",1401,223,1084,202,317,233,281,229,7,11,274,230,36,56,0,12,36,56,0,12,0,12,0,12,0,12,0,12
1500000US060871223001,060871223001,"Block Group 1, Census Tract 1223, Santa Cruz County, California",1048,336,656,272,392,195,238,140,125,124,113,69,154,164,5,9,149,164,0,12,0,12,0,12,0,12,0,12
1500000US060871223002,060871223002,"Block Group 2, Census Tract 1223, Santa Cruz County, California",680,294,617,295,63,50,8,13,8,13,0,12,55,46,47,46,8,11,0,12,0,12,0,12,0,12,0,12
1500000US060871223003,060871223003,"Block Group 3, Census Tract 1223, Santa Cruz County, California",1776,284,1742,280,34,26,15,20,5,13,10,16,19,19,9,13,10,12,0,12,0,12,0,12,0,12,0,12
1500000US060871224001,060871224001,"Block Group 1, Census Tract 1224, Santa Cruz County, California",2109,433,1939,437,137,84,50,48,30,40,20,30,87,67,17,41,70,66,0,12,0,12,0,12,0,12,33,44
1500000US060871224002,060871224002,"Block Group 2, Census Tract 1224, Santa Cruz County, California",825,254,734,256,91,118,0,12,0,12,0,12,17,27,0,12,17,27,74,115,0,12,74,115,0,12,0,12
1500000US060871224003,060871224003,"Block Group 3, Census Tract 1224, Santa Cruz County, California",1086,239,1084,240,2,4,0,12,0,12,0,12,2,4,0,12,2,4,0,12,0,12,0,12,0,12,0,12
1500000US060871224004,060871224004,"Block Group 4, Census Tract 1224, Santa Cruz County, California",1126,266,1027,218,99,125,79,122,0,12,79,122,20,31,20,31,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060871224005,060871224005,"Block Group 5, Census Tract 1224, Santa Cruz County, California",644,255,536,194,58,59,12,23,0,12,12,23,46,55,0,12,46,55,0,12,0,12,0,12,0,12,50,82
1500000US060871224006,060871224006,"Block Group 6, Census Tract 1224, Santa Cruz County, California",872,312,731,247,141,170,102,161,102,161,0,12,39,62,0,12,39,62,0,12,0,12,0,12,0,12,0,12
1500000US060871225001,060871225001,"Block Group 1, Census Tract 1225, Santa Cruz County, California",1101,305,1030,300,68,57,68,57,9,23,59,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,10
1500000US060871225002,060871225002,"Block Group 2, Census Tract 1225, Santa Cruz County, California",1897,479,1789,483,108,103,80,102,54,93,26,39,13,21,13,21,0,12,15,21,0,12,15,21,0,12,0,12
1500000US060871225003,060871225003,"Block Group 3, Census Tract 1225, Santa Cruz County, California",2237,703,1990,670,247,202,224,202,191,199,33,48,23,35,0,12,23,35,0,12,0,12,0,12,0,12,0,12
1500000US060871225004,060871225004,"Block Group 4, Census Tract 1225, Santa Cruz County, California",1442,445,1154,427,288,194,171,158,110,116,61,97,117,131,12,17,105,130,0,12,0,12,0,12,0,12,0,12
1500000US060871231001,060871231001,"Block Group 1, Census Tract 1231, Santa Cruz County, California",1289,330,1193,309,92,70,45,49,32,48,13,22,47,51,20,31,27,43,0,12,0,12,0,12,0,12,4,7
1500000US060871231002,060871231002,"Block Group 2, Census Tract 1231, Santa Cruz County, California",1247,298,1091,288,151,80,78,63,43,56,35,35,73,50,19,21,54,44,0,12,0,12,0,12,0,12,5,8
1500000US060871233001,060871233001,"Block Group 1, Census Tract 1233, Santa Cruz County, California",1633,321,1513,357,120,123,56,47,5,6,51,45,64,82,61,78,3,6,0,12,0,12,0,12,0,12,0,12
1500000US060879901000,060879901000,"Block Group 0, Census Tract 9901, Santa Cruz County, California",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
